Provider,TotalClaims,AnomalousClaims,AverageRiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate
PRV56154,19,0,2.71,10.75,No,0.0
PRV56193,14,0,2.71,7.95,No,0.0
PRV56453,115,0,2.71,13.98,No,0.0
PRV56638,26,0,2.71,15.34,No,0.0
PRV56640,23,0,2.71,9.81,No,0.0
PRV51322,12,0,2.7,10.33,No,0.0
PRV51725,4,0,2.7,6.27,No,0.0
PRV52385,22,0,2.7,9.78,No,0.0
PRV52387,63,0,2.7,10.46,No,0.0
PRV53381,33,0,2.7,8.38,No,0.0
PRV53503,13,0,2.7,13.15,No,0.0
PRV53940,97,0,2.7,13.3,No,0.0
PRV53941,77,0,2.7,12.69,No,0.0
PRV54182,4,0,2.7,5.41,No,0.0
PRV54250,62,0,2.7,9.84,No,0.0
PRV54416,17,0,2.7,6.98,No,0.0
PRV55024,46,0,2.7,9.02,No,0.0
PRV55103,78,0,2.7,14.31,No,0.0
PRV55312,91,0,2.7,13.28,No,0.0
PRV55319,17,0,2.7,9.36,No,0.0
PRV55412,11,0,2.7,5.58,No,0.0
PRV55627,38,0,2.7,12.27,No,0.0
PRV55688,47,0,2.7,13.38,No,0.0
PRV55963,47,0,2.7,11.5,No,0.0
PRV56691,4,0,2.7,8.37,No,0.0
PRV57580,134,0,2.7,10.82,No,0.0
PRV51376,51,0,2.69,14.01,No,0.0
PRV51622,103,0,2.69,15.45,No,0.0
PRV52008,25,0,2.69,11.24,No,0.0
PRV52118,52,0,2.69,10.51,No,0.0
PRV52353,48,0,2.69,14.07,No,0.0
PRV53433,19,0,2.69,8.99,No,0.0
PRV53656,5,0,2.69,6.05,No,0.0
PRV53925,61,0,2.69,10.48,No,0.0
PRV54153,14,0,2.69,7.39,No,0.0
PRV54982,37,0,2.69,15.27,No,0.0
PRV55070,20,0,2.69,14.14,No,0.0
PRV55325,41,0,2.69,11.71,No,0.0
PRV55573,11,0,2.69,5.58,No,0.0
PRV55712,26,0,2.69,8.13,No,0.0
PRV56067,3,0,2.69,4.35,No,0.0
PRV56554,48,0,2.69,9.82,No,0.0
PRV56759,11,0,2.69,7.53,No,0.0
PRV56766,29,0,2.69,9.55,No,0.0
PRV57149,143,0,2.69,14.07,No,0.0
PRV57175,78,0,2.69,13.06,No,0.0
PRV57569,73,0,2.69,9.63,Yes,0.0
PRV51056,22,0,2.68,13.83,No,0.0
PRV51458,56,0,2.68,14.17,No,0.0
PRV51500,8,0,2.68,7.99,No,0.0
PRV51736,21,0,2.68,14.35,No,0.0
PRV51792,46,0,2.68,11.42,No,0.0
PRV53124,65,0,2.68,10.84,No,0.0
PRV53319,114,0,2.68,9.63,No,0.0
PRV53369,1,0,2.68,2.68,No,0.0
PRV53553,30,0,2.68,8.88,No,0.0
PRV53703,39,0,2.68,13.56,No,0.0
PRV53780,26,0,2.68,8.53,No,0.0
PRV55261,30,0,2.68,15.24,No,0.0
PRV56604,29,0,2.68,10.17,No,0.0
PRV56929,45,0,2.68,12.06,No,0.0
PRV56945,57,0,2.68,12.77,No,0.0
PRV57200,25,0,2.68,12.7,No,0.0
PRV57299,6,0,2.68,4.87,No,0.0
PRV51296,30,0,2.67,9.7,No,0.0
PRV51430,112,0,2.67,10.29,No,0.0
PRV52392,127,0,2.67,12.62,No,0.0
PRV53009,37,0,2.67,8.77,No,0.0
PRV53471,31,0,2.67,5.67,No,0.0
PRV54431,9,0,2.67,9.23,No,0.0
PRV54734,138,0,2.67,14.31,No,0.0
PRV55368,115,0,2.67,11.86,No,0.0
PRV55551,91,0,2.67,13.2,No,0.0
PRV56010,83,0,2.67,14.88,No,0.0
PRV56020,155,0,2.67,13.62,No,0.0
PRV56648,49,0,2.67,11.37,No,0.0
PRV56939,16,0,2.67,9.12,No,0.0
PRV51440,71,0,2.66,15.0,No,0.0
PRV51620,8,0,2.66,5.37,No,0.0
PRV52521,113,0,2.66,15.08,No,0.0
PRV52751,3,0,2.66,4.93,No,0.0
PRV54157,130,0,2.66,12.58,No,0.0
PRV54306,33,0,2.66,8.65,No,0.0
PRV54571,17,0,2.66,8.92,No,0.0
PRV54582,71,0,2.66,15.3,No,0.0
PRV54796,2,0,2.66,2.73,No,0.0
PRV55079,47,0,2.66,9.83,No,0.0
PRV55402,44,0,2.66,10.67,No,0.0
PRV55743,69,0,2.66,10.1,No,0.0
PRV55944,26,0,2.66,10.16,No,0.0
PRV56362,60,0,2.66,9.81,No,0.0
PRV56463,18,0,2.66,13.37,No,0.0
PRV56467,349,0,2.66,15.01,No,0.0
PRV56474,31,0,2.66,8.4,No,0.0
PRV57232,7,0,2.66,7.81,No,0.0
PRV57350,46,0,2.66,8.47,No,0.0
PRV57413,52,0,2.66,9.75,No,0.0
PRV51382,16,0,2.65,7.23,No,0.0
PRV51477,22,0,2.65,7.62,No,0.0
PRV51555,15,0,2.65,8.67,No,0.0
PRV51996,41,0,2.65,12.15,No,0.0
PRV52416,42,0,2.65,12.64,No,0.0
PRV52517,32,0,2.65,11.32,No,0.0
PRV52798,56,0,2.65,13.14,No,0.0
PRV52801,31,0,2.65,9.68,No,0.0
PRV52837,71,0,2.65,9.83,No,0.0
PRV52893,362,0,2.65,14.72,No,0.0
PRV53783,30,0,2.65,10.42,No,0.0
PRV54271,29,0,2.65,9.97,No,0.0
PRV54551,7,0,2.65,6.95,No,0.0
PRV54990,20,0,2.65,10.52,No,0.0
PRV55414,12,0,2.65,7.83,No,0.0
PRV56029,1,0,2.65,2.65,No,0.0
PRV56267,4,0,2.65,3.79,No,0.0
PRV56590,33,0,2.65,10.47,No,0.0
PRV57624,41,0,2.65,9.92,No,0.0
PRV51521,46,0,2.64,12.9,No,0.0
PRV51718,8,0,2.64,8.11,No,0.0
PRV52026,24,0,2.64,7.5,No,0.0
PRV52609,133,0,2.64,12.83,Yes,0.0
PRV52672,3,0,2.64,3.54,No,0.0
PRV53071,28,0,2.64,12.84,No,0.0
PRV53166,23,0,2.64,13.67,No,0.0
PRV53312,65,0,2.64,9.04,No,0.0
PRV54290,6,0,2.64,6.52,No,0.0
PRV54877,70,0,2.64,14.97,No,0.0
PRV55285,7,0,2.64,10.48,No,0.0
PRV55673,60,0,2.64,10.57,Yes,0.0
PRV56159,30,0,2.64,9.97,No,0.0
PRV56357,16,0,2.64,6.86,No,0.0
PRV56376,20,0,2.64,11.7,No,0.0
PRV56387,1,0,2.64,2.64,No,0.0
PRV56466,56,0,2.64,10.91,No,0.0
PRV56997,25,0,2.64,11.13,No,0.0
PRV57625,44,0,2.64,11.22,No,0.0
PRV57643,109,0,2.64,13.63,No,0.0
PRV51097,125,0,2.63,15.44,No,0.0
PRV51358,17,0,2.63,6.42,No,0.0
PRV51419,65,0,2.63,11.27,No,0.0
PRV51613,21,0,2.63,11.7,No,0.0
PRV51806,1,0,2.63,2.63,No,0.0
PRV51950,69,0,2.63,14.19,No,0.0
PRV52165,72,0,2.63,11.73,Yes,0.0
PRV53026,26,0,2.63,8.69,No,0.0
PRV53588,1,0,2.63,2.63,No,0.0
PRV53621,81,0,2.63,11.43,No,0.0
PRV54536,13,0,2.63,5.76,No,0.0
PRV54991,130,0,2.63,14.75,No,0.0
PRV55417,30,0,2.63,13.91,No,0.0
PRV55614,73,0,2.63,8.65,No,0.0
PRV55753,40,0,2.63,10.3,No,0.0
PRV56145,52,0,2.63,8.39,No,0.0
PRV57186,42,0,2.63,8.62,No,0.0
PRV57203,47,0,2.63,15.0,No,0.0
PRV57351,34,0,2.63,9.7,No,0.0
PRV57595,56,0,2.63,14.0,No,0.0
PRV51139,43,0,2.62,9.46,No,0.0
PRV51605,72,0,2.62,12.14,No,0.0
PRV52409,16,0,2.62,12.68,No,0.0
PRV53572,5,0,2.62,9.22,No,0.0
PRV53726,16,0,2.62,8.44,No,0.0
PRV53741,7,0,2.62,10.89,No,0.0
PRV54216,49,0,2.62,9.28,No,0.0
PRV54361,40,0,2.62,13.31,Yes,0.0
PRV54792,22,0,2.62,8.42,No,0.0
PRV55146,1,0,2.62,2.62,No,0.0
PRV55329,2,0,2.62,3.95,No,0.0
PRV55851,45,0,2.62,13.16,No,0.0
PRV55985,58,0,2.62,11.89,No,0.0
PRV56933,12,0,2.62,6.13,No,0.0
PRV57455,6,0,2.62,4.47,No,0.0
PRV57585,140,0,2.62,15.11,No,0.0
PRV57660,6,0,2.62,8.0,No,0.0
PRV51775,39,0,2.61,10.86,No,0.0
PRV53074,178,0,2.61,14.75,No,0.0
PRV53229,139,0,2.61,9.42,No,0.0
PRV53386,53,0,2.61,13.32,No,0.0
PRV53632,15,0,2.61,10.64,No,0.0
PRV53840,6,0,2.61,6.81,No,0.0
PRV54235,16,0,2.61,6.51,No,0.0
PRV54254,104,0,2.61,12.12,No,0.0
PRV54597,15,0,2.61,10.07,No,0.0
PRV54997,34,0,2.61,7.74,No,0.0
PRV55487,78,0,2.61,13.45,No,0.0
PRV55560,21,0,2.61,6.26,No,0.0
PRV55765,20,0,2.61,6.16,No,0.0
PRV55808,22,0,2.61,8.86,No,0.0
PRV56247,26,0,2.61,7.88,No,0.0
PRV56280,39,0,2.61,8.25,No,0.0
PRV56458,54,0,2.61,10.48,No,0.0
PRV57130,3,0,2.61,4.22,No,0.0
PRV57265,1,0,2.61,2.61,No,0.0
PRV57419,17,0,2.61,6.85,No,0.0
PRV57441,74,0,2.61,15.12,No,0.0
PRV57593,26,0,2.61,9.77,No,0.0
PRV51327,41,0,2.6,12.17,No,0.0
PRV51441,85,0,2.6,13.29,No,0.0
PRV51612,13,0,2.6,7.76,No,0.0
PRV51681,26,0,2.6,7.44,No,0.0
PRV52415,41,0,2.6,13.41,No,0.0
PRV52520,121,0,2.6,11.52,No,0.0
PRV53013,4,0,2.6,4.54,No,0.0
PRV53158,7,0,2.6,4.36,No,0.0
PRV53448,64,0,2.6,8.37,No,0.0
PRV54159,34,0,2.6,7.24,No,0.0
PRV54441,4,0,2.6,5.19,No,0.0
PRV54938,86,0,2.6,13.11,No,0.0
PRV55056,100,0,2.6,11.72,No,0.0
PRV55137,2,0,2.6,3.21,No,0.0
PRV55198,68,0,2.6,10.2,No,0.0
PRV55640,64,0,2.6,11.07,No,0.0
PRV56411,75,0,2.6,12.18,No,0.0
PRV56576,234,0,2.6,14.14,No,0.0
PRV56611,123,0,2.6,11.1,No,0.0
PRV57329,36,0,2.6,10.31,No,0.0
PRV57500,79,0,2.6,10.59,No,0.0
PRV57747,2,0,2.6,3.8,No,0.0
PRV51351,32,0,2.59,8.53,No,0.0
PRV51933,57,0,2.59,10.23,No,0.0
PRV51991,31,0,2.59,10.33,No,0.0
PRV52168,78,0,2.59,11.66,No,0.0
PRV52286,5,0,2.59,4.51,No,0.0
PRV52608,1,0,2.59,2.59,No,0.0
PRV52808,5,0,2.59,5.45,No,0.0
PRV53129,46,0,2.59,15.25,No,0.0
PRV53392,99,0,2.59,10.87,No,0.0
PRV53732,15,0,2.59,8.57,No,0.0
PRV54363,64,0,2.59,14.16,No,0.0
PRV55460,18,0,2.59,7.67,No,0.0
PRV55543,141,0,2.59,13.98,No,0.0
PRV56211,83,0,2.59,10.95,No,0.0
PRV57444,13,0,2.59,9.76,No,0.0
PRV51066,24,0,2.58,9.2,No,0.0
PRV51137,55,0,2.58,10.75,No,0.0
PRV51142,51,0,2.58,10.97,No,0.0
PRV51168,87,0,2.58,11.07,No,0.0
PRV51248,2,0,2.58,4.43,No,0.0
PRV51345,49,0,2.58,12.16,No,0.0
PRV51911,93,0,2.58,13.24,No,0.0
PRV52275,101,0,2.58,14.25,No,0.0
PRV52352,32,0,2.58,13.11,No,0.0
PRV53015,8,0,2.58,6.45,No,0.0
PRV54727,59,0,2.58,15.26,No,0.0
PRV54810,7,0,2.58,6.91,No,0.0
PRV54873,8,0,2.58,8.51,No,0.0
PRV54886,9,0,2.58,5.75,No,0.0
PRV54892,49,0,2.58,9.58,No,0.0
PRV56236,36,0,2.58,8.98,No,0.0
PRV56508,177,0,2.58,14.88,No,0.0
PRV56527,57,0,2.58,8.96,No,0.0
PRV57198,54,0,2.58,14.1,No,0.0
PRV57252,3,0,2.58,4.16,No,0.0
PRV57619,21,0,2.58,10.04,No,0.0
PRV57748,45,0,2.58,9.0,No,0.0
PRV51330,19,0,2.57,13.67,No,0.0
PRV51522,190,0,2.57,12.81,No,0.0
PRV51525,61,0,2.57,15.46,No,0.0
PRV51616,26,0,2.57,14.48,No,0.0
PRV53136,43,0,2.57,10.97,Yes,0.0
PRV53191,15,0,2.57,9.2,No,0.0
PRV53686,292,0,2.57,15.21,No,0.0
PRV53720,55,0,2.57,15.22,No,0.0
PRV54403,12,0,2.57,5.17,No,0.0
PRV54572,146,0,2.57,14.48,No,0.0
PRV55061,95,0,2.57,14.54,No,0.0
PRV55277,17,0,2.57,14.88,No,0.0
PRV55345,15,0,2.57,7.81,No,0.0
PRV55621,62,0,2.57,14.37,No,0.0
PRV55796,7,0,2.57,8.23,No,0.0
PRV56571,11,0,2.57,4.82,No,0.0
PRV56651,71,0,2.57,12.91,No,0.0
PRV56861,31,0,2.57,7.71,No,0.0
PRV56967,91,0,2.57,12.4,No,0.0
PRV57465,22,0,2.57,10.3,No,0.0
PRV57650,36,0,2.57,8.31,No,0.0
PRV57738,1,0,2.57,2.57,No,0.0
PRV51155,115,0,2.56,15.12,No,0.0
PRV51388,86,0,2.56,11.4,No,0.0
PRV51766,23,0,2.56,8.93,No,0.0
PRV51987,2,0,2.56,4.78,No,0.0
PRV53255,26,0,2.56,9.76,No,0.0
PRV53341,9,0,2.56,6.94,No,0.0
PRV53535,19,0,2.56,12.64,No,0.0
PRV53540,13,0,2.56,8.71,No,0.0
PRV53573,32,0,2.56,9.28,No,0.0
PRV54336,232,0,2.56,15.37,Yes,0.0
PRV55098,27,0,2.56,8.48,No,0.0
PRV55274,70,0,2.56,14.08,No,0.0
PRV55703,58,0,2.56,14.16,No,0.0
PRV56135,22,0,2.56,10.25,No,0.0
PRV56275,80,0,2.56,12.17,No,0.0
PRV56367,45,0,2.56,9.41,No,0.0
PRV56852,20,0,2.56,9.18,No,0.0
PRV57240,72,0,2.56,10.89,No,0.0
PRV57426,60,0,2.56,8.38,No,0.0
PRV51055,22,0,2.55,7.26,No,0.0
PRV51297,70,0,2.55,10.95,No,0.0
PRV51361,32,0,2.55,10.18,No,0.0
PRV51468,159,0,2.55,13.35,No,0.0
PRV51571,22,0,2.55,6.86,No,0.0
PRV51773,5,0,2.55,4.17,No,0.0
PRV52892,36,0,2.55,8.27,No,0.0
PRV53403,72,0,2.55,9.86,No,0.0
PRV53560,23,0,2.55,10.03,No,0.0
PRV53578,7,0,2.55,6.86,No,0.0
PRV54276,77,0,2.55,12.67,No,0.0
PRV54283,5,0,2.55,8.11,No,0.0
PRV54715,19,0,2.55,7.66,No,0.0
PRV54747,21,0,2.55,10.43,No,0.0
PRV54864,5,0,2.55,10.16,No,0.0
PRV54866,2,0,2.55,2.71,No,0.0
PRV55206,103,0,2.55,15.26,No,0.0
PRV56094,25,0,2.55,6.9,No,0.0
PRV56595,56,0,2.55,13.32,No,0.0
PRV56658,70,0,2.55,10.02,No,0.0
PRV56721,202,0,2.55,13.86,No,0.0
PRV56985,17,0,2.55,7.6,No,0.0
PRV51482,91,0,2.54,11.29,Yes,0.0
PRV51583,47,0,2.54,12.15,No,0.0
PRV51699,209,0,2.54,13.27,No,0.0
PRV51739,74,0,2.54,12.62,No,0.0
PRV52274,38,0,2.54,8.72,No,0.0
PRV52288,13,0,2.54,7.27,No,0.0
PRV53331,7,0,2.54,6.25,No,0.0
PRV53483,18,0,2.54,7.52,No,0.0
PRV53851,48,0,2.54,12.0,No,0.0
PRV54073,44,0,2.54,8.67,No,0.0
PRV54410,37,0,2.54,14.89,No,0.0
PRV54569,63,0,2.54,8.61,No,0.0
PRV54684,133,0,2.54,12.44,No,0.0
PRV54697,8,0,2.54,8.39,No,0.0
PRV55298,57,0,2.54,14.47,No,0.0
PRV55360,17,0,2.54,7.86,No,0.0
PRV55623,9,0,2.54,7.76,No,0.0
PRV56114,41,0,2.54,11.35,No,0.0
PRV56370,9,0,2.54,7.5,No,0.0
PRV56537,104,0,2.54,11.62,No,0.0
PRV57375,81,0,2.54,13.12,No,0.0
PRV57573,33,0,2.54,12.32,No,0.0
PRV51008,43,0,2.53,7.82,No,0.0
PRV51060,42,0,2.53,6.21,No,0.0
PRV51786,5,0,2.53,4.03,No,0.0
PRV52029,168,0,2.53,15.05,No,0.0
PRV52122,41,0,2.53,10.44,No,0.0
PRV52587,137,0,2.53,15.16,No,0.0
PRV52926,17,0,2.53,9.34,No,0.0
PRV53156,16,0,2.53,6.94,No,0.0
PRV53351,18,0,2.53,10.67,No,0.0
PRV53547,21,0,2.53,6.67,No,0.0
PRV54136,30,0,2.53,10.41,No,0.0
PRV54743,80,0,2.53,11.52,Yes,0.0
PRV55062,29,0,2.53,7.25,No,0.0
PRV55341,14,0,2.53,8.99,No,0.0
PRV55964,37,0,2.53,11.45,No,0.0
PRV56697,78,0,2.53,10.31,No,0.0
PRV56837,42,0,2.53,14.0,No,0.0
PRV57150,166,0,2.53,12.68,No,0.0
PRV57705,2,0,2.53,4.76,No,0.0
PRV51309,18,0,2.52,6.8,No,0.0
PRV51696,9,0,2.52,5.96,No,0.0
PRV51898,59,0,2.52,14.44,No,0.0
PRV52208,13,0,2.52,5.99,No,0.0
PRV53143,12,0,2.52,7.01,No,0.0
PRV53761,38,0,2.52,13.05,No,0.0
PRV54036,100,0,2.52,15.26,No,0.0
PRV54123,2,0,2.52,4.39,No,0.0
PRV54180,2,0,2.52,2.63,No,0.0
PRV54365,115,0,2.52,13.63,No,0.0
PRV55045,66,0,2.52,10.9,No,0.0
PRV55134,1,0,2.52,2.52,No,0.0
PRV55188,207,0,2.52,11.28,No,0.0
PRV55350,31,0,2.52,9.69,No,0.0
PRV56441,35,0,2.52,9.4,No,0.0
PRV56480,21,0,2.52,13.61,No,0.0
PRV56674,46,0,2.52,10.16,No,0.0
PRV51397,40,0,2.51,12.64,No,0.0
PRV51921,70,0,2.51,11.94,No,0.0
PRV51973,74,0,2.51,10.04,No,0.0
PRV52081,24,0,2.51,8.53,No,0.0
PRV52272,8,0,2.51,7.47,No,0.0
PRV52500,126,0,2.51,13.76,No,0.0
PRV52905,130,0,2.51,14.94,No,0.0
PRV53016,31,0,2.51,13.32,No,0.0
PRV53912,66,0,2.51,9.3,No,0.0
PRV54814,82,0,2.51,14.64,No,0.0
PRV54869,8,0,2.51,6.6,No,0.0
PRV55111,29,0,2.51,14.95,No,0.0
PRV55129,3,0,2.51,3.6,No,0.0
PRV55167,94,0,2.51,10.64,No,0.0
PRV55182,102,0,2.51,13.26,No,0.0
PRV55208,53,0,2.51,12.87,No,0.0
PRV55324,25,0,2.51,5.96,No,0.0
PRV55448,40,0,2.51,6.56,No,0.0
PRV55936,24,0,2.51,8.61,No,0.0
PRV55959,324,0,2.51,15.13,Yes,0.0
PRV56454,159,0,2.51,14.25,No,0.0
PRV57046,97,0,2.51,13.9,No,0.0
PRV57113,7,0,2.51,6.11,No,0.0
PRV57259,48,0,2.51,8.31,No,0.0
PRV57545,61,0,2.51,10.96,No,0.0
PRV51109,3,0,2.5,3.54,No,0.0
PRV51443,73,0,2.5,9.12,No,0.0
PRV52204,9,0,2.5,7.08,No,0.0
PRV53140,21,0,2.5,9.18,No,0.0
PRV53427,24,0,2.5,6.22,No,0.0
PRV53447,39,0,2.5,11.53,No,0.0
PRV53907,126,0,2.5,13.92,No,0.0
PRV54368,110,0,2.5,12.5,No,0.0
PRV55012,73,0,2.5,12.52,No,0.0
PRV55042,124,0,2.5,11.57,No,0.0
PRV55050,183,0,2.5,12.8,No,0.0
PRV55257,137,0,2.5,14.42,No,0.0
PRV55371,3,0,2.5,4.06,No,0.0
PRV55625,21,0,2.5,7.84,No,0.0
PRV55788,19,0,2.5,9.15,No,0.0
PRV56102,36,0,2.5,15.3,No,0.0
PRV56109,12,0,2.5,8.7,No,0.0
PRV56143,29,0,2.5,9.76,No,0.0
PRV56468,34,0,2.5,12.84,No,0.0
PRV56683,167,0,2.5,12.95,No,0.0
PRV57100,25,0,2.5,12.48,No,0.0
PRV57142,12,0,2.5,5.97,No,0.0
PRV57408,55,0,2.5,10.72,No,0.0
PRV51311,21,0,2.49,7.75,No,0.0
PRV51558,26,0,2.49,10.07,No,0.0
PRV51660,3,0,2.49,4.08,No,0.0
PRV52113,120,0,2.49,13.89,No,0.0
PRV52454,15,0,2.49,6.07,No,0.0
PRV52914,61,0,2.49,15.26,No,0.0
PRV53086,4,0,2.49,7.01,No,0.0
PRV53116,44,0,2.49,10.79,No,0.0
PRV53257,25,0,2.49,8.49,No,0.0
PRV54377,20,0,2.49,15.41,No,0.0
PRV54695,53,0,2.49,10.11,No,0.0
PRV55316,65,0,2.49,14.76,No,0.0
PRV55856,54,0,2.49,10.44,No,0.0
PRV56863,52,0,2.49,10.79,No,0.0
PRV57207,73,0,2.49,12.01,No,0.0
PRV51230,30,0,2.48,12.17,No,0.0
PRV51300,52,0,2.48,15.19,No,0.0
PRV51755,6,0,2.48,9.83,No,0.0
PRV51852,19,0,2.48,13.49,No,0.0
PRV51858,61,0,2.48,13.78,No,0.0
PRV52042,52,0,2.48,10.75,No,0.0
PRV52306,15,0,2.48,12.26,No,0.0
PRV52793,17,0,2.48,10.92,No,0.0
PRV53484,63,0,2.48,10.84,No,0.0
PRV53536,31,0,2.48,10.09,No,0.0
PRV53715,24,0,2.48,8.6,No,0.0
PRV53791,92,0,2.48,11.43,No,0.0
PRV54193,24,0,2.48,9.55,No,0.0
PRV54251,47,0,2.48,10.71,No,0.0
PRV54280,20,0,2.48,6.85,No,0.0
PRV54353,32,0,2.48,12.19,No,0.0
PRV54542,20,0,2.48,9.83,No,0.0
PRV54552,45,0,2.48,14.48,No,0.0
PRV54633,12,0,2.48,4.87,No,0.0
PRV55072,48,0,2.48,10.53,No,0.0
PRV57202,165,0,2.48,15.22,No,0.0
PRV57238,45,0,2.48,11.11,No,0.0
PRV57574,58,0,2.48,12.38,No,0.0
PRV51307,37,0,2.47,9.2,No,0.0
PRV51484,86,0,2.47,10.38,No,0.0
PRV51916,43,0,2.47,11.62,No,0.0
PRV51992,61,0,2.47,11.55,No,0.0
PRV52435,70,0,2.47,13.07,No,0.0
PRV52818,39,0,2.47,14.58,No,0.0
PRV52864,28,0,2.47,8.45,No,0.0
PRV53836,49,0,2.47,13.48,No,0.0
PRV54217,30,0,2.47,9.17,No,0.0
PRV54261,75,0,2.47,9.78,No,0.0
PRV54296,54,0,2.47,9.58,No,0.0
PRV54535,34,0,2.47,13.38,No,0.0
PRV54589,11,0,2.47,5.25,No,0.0
PRV54730,40,0,2.47,13.04,No,0.0
PRV54889,56,0,2.47,9.31,No,0.0
PRV55307,110,0,2.47,15.23,No,0.0
PRV55451,11,0,2.47,5.99,No,0.0
PRV55563,18,0,2.47,6.57,No,0.0
PRV55748,10,0,2.47,7.24,No,0.0
PRV56278,27,0,2.47,11.99,No,0.0
PRV56562,37,0,2.47,9.31,No,0.0
PRV57219,46,0,2.47,8.75,No,0.0
PRV57438,14,0,2.47,4.81,No,0.0
PRV57540,39,0,2.47,15.29,No,0.0
PRV57671,6,0,2.47,7.36,No,0.0
PRV51308,35,0,2.46,11.11,No,0.0
PRV51325,15,0,2.46,7.11,No,0.0
PRV53908,15,0,2.46,6.35,No,0.0
PRV54008,50,0,2.46,10.53,No,0.0
PRV54131,24,0,2.46,11.38,No,0.0
PRV54347,26,0,2.46,8.36,No,0.0
PRV54611,6,0,2.46,4.86,No,0.0
PRV54726,34,0,2.46,14.37,No,0.0
PRV55231,126,0,2.46,11.57,No,0.0
PRV55354,178,0,2.46,15.09,No,0.0
PRV55405,10,0,2.46,6.04,No,0.0
PRV55449,21,0,2.46,10.56,No,0.0
PRV55719,23,0,2.46,12.15,No,0.0
PRV55783,7,0,2.46,8.13,No,0.0
PRV55885,8,0,2.46,4.5,No,0.0
PRV56218,118,0,2.46,13.25,No,0.0
PRV56511,23,0,2.46,9.99,No,0.0
PRV57015,44,0,2.46,10.96,No,0.0
PRV57126,43,0,2.46,8.59,No,0.0
PRV57332,98,0,2.46,10.72,No,0.0
PRV57364,10,0,2.46,7.02,No,0.0
PRV57381,49,0,2.46,14.79,No,0.0
PRV57577,73,0,2.46,10.69,No,0.0
PRV51338,128,0,2.45,8.62,Yes,0.0
PRV52097,55,0,2.45,9.11,No,0.0
PRV52309,170,0,2.45,13.75,No,0.0
PRV52410,58,0,2.45,14.0,No,0.0
PRV53291,10,0,2.45,4.62,No,0.0
PRV53363,41,0,2.45,9.3,No,0.0
PRV53364,26,0,2.45,10.12,No,0.0
PRV53734,1,0,2.45,2.45,No,0.0
PRV53801,59,0,2.45,14.45,No,0.0
PRV53817,21,0,2.45,12.1,No,0.0
PRV53829,16,0,2.45,6.9,No,0.0
PRV54141,31,0,2.45,12.97,No,0.0
PRV55272,211,0,2.45,12.5,No,0.0
PRV56004,5,0,2.45,4.62,No,0.0
PRV56903,2,0,2.45,2.62,No,0.0
PRV57657,54,0,2.45,9.03,No,0.0
PRV51044,59,0,2.44,11.87,No,0.0
PRV51096,5,0,2.44,5.04,No,0.0
PRV51202,12,0,2.44,8.81,No,0.0
PRV52709,13,0,2.44,9.04,No,0.0
PRV53749,69,0,2.44,10.79,Yes,0.0
PRV54266,65,0,2.44,7.66,No,0.0
PRV54299,5,0,2.44,6.32,No,0.0
PRV54344,51,0,2.44,9.39,No,0.0
PRV54392,35,0,2.44,11.7,No,0.0
PRV54526,46,0,2.44,13.99,No,0.0
PRV54828,60,0,2.44,13.03,Yes,0.0
PRV55362,148,0,2.44,9.13,No,0.0
PRV55541,134,0,2.44,14.25,No,0.0
PRV55610,1,0,2.44,2.44,No,0.0
PRV56279,53,0,2.44,9.77,No,0.0
PRV56284,67,0,2.44,10.02,No,0.0
PRV56965,3,0,2.44,3.37,No,0.0
PRV57242,103,0,2.44,13.59,No,0.0
PRV57565,6,0,2.44,5.67,No,0.0
PRV51290,113,0,2.43,15.3,No,0.0
PRV51363,3,0,2.43,3.71,No,0.0
PRV51552,62,0,2.43,10.64,No,0.0
PRV51841,56,0,2.43,10.51,No,0.0
PRV52090,303,0,2.43,15.18,No,0.0
PRV52356,98,0,2.43,9.85,No,0.0
PRV52953,85,0,2.43,9.99,No,0.0
PRV53027,5,0,2.43,5.49,No,0.0
PRV53411,6,0,2.43,5.73,No,0.0
PRV53640,33,0,2.43,9.81,No,0.0
PRV53657,25,0,2.43,11.4,No,0.0
PRV54030,14,0,2.43,6.14,No,0.0
PRV54039,28,0,2.43,9.47,No,0.0
PRV54285,20,0,2.43,9.61,No,0.0
PRV54809,55,0,2.43,12.2,No,0.0
PRV54950,18,0,2.43,4.71,Yes,0.0
PRV55695,73,0,2.43,13.73,No,0.0
PRV55745,81,0,2.43,11.66,No,0.0
PRV56297,28,0,2.43,10.15,No,0.0
PRV56318,1,0,2.43,2.43,No,0.0
PRV56483,32,0,2.43,14.87,No,0.0
PRV56485,48,0,2.43,12.84,No,0.0
PRV56523,21,0,2.43,11.77,Yes,0.0
PRV57314,48,0,2.43,14.38,No,0.0
PRV51198,6,0,2.42,4.18,No,0.0
PRV51287,78,0,2.42,8.89,No,0.0
PRV51908,22,0,2.42,8.41,No,0.0
PRV52614,156,0,2.42,12.28,No,0.0
PRV52891,19,0,2.42,6.43,No,0.0
PRV52917,32,0,2.42,8.41,No,0.0
PRV53054,49,0,2.42,9.59,No,0.0
PRV53835,8,0,2.42,9.32,No,0.0
PRV54543,17,0,2.42,7.1,Yes,0.0
PRV54960,193,0,2.42,13.52,No,0.0
PRV55052,49,0,2.42,8.31,No,0.0
